iter	Logloss
366	0.2831369326
367	0.2830491494
368	0.2829604262
369	0.2828775446
370	0.2827971176
371	0.2827112156
372	0.2826307968
373	0.2825455517
374	0.2824600696
375	0.2823814544
376	0.2823006497
377	0.2822174478
378	0.2821349711
379	0.2820526112
380	0.281972677
381	0.281890534
382	0.2818109569
383	0.2817335203
384	0.2816581148
385	0.2815773538
386	0.2815028738
387	0.2814201885
388	0.28134369
389	0.2812656017
390	0.2811933486
391	0.2811155328
392	0.2810374839
393	0.280962596
394	0.2808855968
395	0.2808091377
396	0.2807354264
397	0.2806627255
398	0.2805838414
399	0.2805081751
400	0.2804378576
401	0.2803642335
402	0.2802863454
403	0.2802101935
404	0.2801377823
405	0.2800615111
406	0.2799882188
407	0.2799067075
408	0.2798282307
409	0.2797502646
410	0.2796774061
411	0.2796036112
412	0.2795262138
413	0.2794511804
414	0.2793778408
415	0.2793048275
416	0.2792324084
417	0.2791673893
418	0.279092816
419	0.2790278448
420	0.2789513297
421	0.2788748084
422	0.2788006198
423	0.2787293697
424	0.2786541329
425	0.2785767172
426	0.2785064161
427	0.2784345834
428	0.2783580744
429	0.278285007
430	0.2782162921
431	0.2781420249
432	0.2780673234
433	0.277992101
434	0.2779219985
435	0.2778454899
436	0.2777699521
437	0.2777073414
438	0.2776344896
439	0.2775676764
440	0.2774927927
441	0.2774162959
442	0.2773460388
443	0.27727417
444	0.2772049733
445	0.2771350744
446	0.2770685539
447	0.2770010348
448	0.2769284465
449	0.2768580856
450	0.2767829791
451	0.2767141583
452	0.2766438051
453	0.2765702437
454	0.2764999323
455	0.2764271203
456	0.2763556223
457	0.2762835537
458	0.2762189788
459	0.2761521499
460	0.2760784605
461	0.2760087953
462	0.2759416222
463	0.2758715976
464	0.2758049491
465	0.2757364285
466	0.2756706763
467	0.2756026767
468	0.2755310729
469	0.2754574173
470	0.2753878898
471	0.2753139698
472	0.2752427374
473	0.2751676665
474	0.2751016821
475	0.2750295051
476	0.2749583674
477	0.2748919792
478	0.2748277766
479	0.2747666386
480	0.2747003333
481	0.2746332079
482	0.27456559
483	0.2744979669
484	0.2744307847
485	0.2743649186
486	0.2743006536
487	0.274233042
488	0.2741644437
489	0.2740960843
490	0.2740321897
491	0.2739706471
492	0.2739021221
493	0.2738382037
494	0.2737714172
495	0.2737086927
496	0.2736455342
497	0.2735776357
498	0.2735117762
499	0.2734463428
500	0.2733808355
501	0.2733139599
502	0.2732466228
503	0.2731831302
504	0.2731191773
505	0.2730561417
506	0.2729908028
507	0.272922342
508	0.2728544316
509	0.2727899824
510	0.2727239671
511	0.2726586459
512	0.2725943761
513	0.2725292135
514	0.2724659967
515	0.2724035093
516	0.2723410896
517	0.272273405
518	0.272212548
519	0.272147656
520	0.2720809505
521	0.2720193818
522	0.2719595383
523	0.2718914921
524	0.2718283204
525	0.2717688141
526	0.2717061518
527	0.2716446243
528	0.2715812832
529	0.2715188174
530	0.2714540059
531	0.2713949432
532	0.27133679
533	0.2712717617
534	0.2712048432
535	0.2711387993
536	0.2710800231
537	0.2710206051
538	0.2709558293
539	0.2708935876
540	0.2708346594
541	0.2707735537
542	0.2707154706
543	0.270648484
544	0.2705858129
545	0.2705275274
546	0.2704693126
547	0.27040739
548	0.2703464306
549	0.2702896942
550	0.2702254289
551	0.270162778
552	0.2701035212
553	0.2700420525
554	0.2699824565
555	0.2699212638
556	0.269862156
557	0.2698048339
558	0.2697401672
559	0.2696804172
560	0.2696131836
561	0.2695585618
562	0.2694976807
563	0.269441144
564	0.2693852426
565	0.2693249243
566	0.2692640677
567	0.2692071497
568	0.2691493512
569	0.2690919835
570	0.2690348637
571	0.2689786937
572	0.268923063
573	0.2688634259
574	0.2688059229
575	0.2687482892
576	0.2686954358
577	0.2686359026
578	0.268577241
579	0.2685208245
580	0.2684630038
581	0.2684037958
582	0.2683461656
583	0.2682915327
584	0.2682346587
585	0.2681791631
586	0.2681290796
587	0.2680751047
588	0.2680193749
589	0.2679622232
590	0.2679043844
591	0.2678468832
592	0.2677928179
593	0.2677386921
594	0.2676820771
595	0.2676255317
596	0.2675711204
597	0.2675156533
598	0.2674572016
599	0.2674006099
600	0.2673446917
601	0.2672867931
602	0.2672284401
603	0.2671697332
604	0.2671113088
605	0.2670610404
606	0.2670080027
607	0.2669535994
608	0.2669028813
609	0.2668449869
610	0.266793506
611	0.2667362499
612	0.2666849683
613	0.2666312136
614	0.2665788033
615	0.2665237213
616	0.2664753524
617	0.2664196778
618	0.2663684156
619	0.2663144663
620	0.2662563785
621	0.2661963841
622	0.2661439987
623	0.2660910202
624	0.2660349941
625	0.2659805513
626	0.2659266118
627	0.2658717895
628	0.2658163337
629	0.2657601587
630	0.2657101341
631	0.2656534225
632	0.2655974073
633	0.2655427503
634	0.2654889888
635	0.265433618
636	0.2653768957
637	0.2653211884
638	0.2652688449
639	0.265213943
640	0.2651559989
641	0.2651030536
642	0.2650519773
643	0.264997555
644	0.2649393029
645	0.2648847217
646	0.2648269178
647	0.2647712134
648	0.2647223089
649	0.2646712832
650	0.264615886
651	0.2645670384
652	0.2645142925
653	0.2644652898
654	0.2644067009
655	0.2643568414
656	0.2643081537
657	0.2642562271
658	0.2642032225
659	0.2641535277
660	0.2640997882
661	0.2640522337
662	0.2639996348
663	0.2639488688
664	0.2638937038
665	0.2638420736
666	0.2637921008
667	0.2637358511
668	0.2636837572
669	0.2636322779
670	0.2635813019
671	0.2635285978
672	0.2634787284
673	0.2634257154
674	0.2633760218
675	0.2633255926
676	0.2632744324
677	0.2632247819
678	0.2631703872
679	0.2631215051
680	0.2630701005
681	0.2630168201
682	0.2629645057
683	0.2629105541
684	0.2628606157
685	0.2628086056
686	0.2627610909
687	0.2627111153
688	0.2626620967
689	0.2626150715
690	0.2625653837
691	0.2625145336
692	0.262466738
693	0.262421745
694	0.26237341
695	0.2623261798
696	0.2622730697
697	0.2622214475
698	0.2621732574
699	0.2621224341
700	0.2620753059
701	0.2620284478
702	0.2619797336
703	0.261929597
704	0.2618793152
705	0.2618286017
706	0.2617811042
707	0.2617286247
708	0.2616775566
709	0.2616275654
710	0.2615751075
711	0.2615279229
712	0.2614756891
713	0.2614282762
714	0.2613812357
715	0.2613276989
716	0.2612783459
717	0.2612278021
718	0.261178794
719	0.2611332796
720	0.2610866293
721	0.2610406451
722	0.2609917621
723	0.2609443023
724	0.2608972792
725	0.2608497728
726	0.2608027932
727	0.2607525278
728	0.2607039842
729	0.2606525112
730	0.2606057118
731	0.2605630488
732	0.260520279
733	0.2604751087
734	0.2604275295
735	0.2603823812
736	0.2603321359
737	0.260284581
738	0.2602332214
739	0.2601869853
740	0.2601394128
741	0.2600966908
742	0.2600471547
743	0.2599992626
744	0.2599500183
745	0.259902657
746	0.2598551365
747	0.259807767
748	0.2597591032
749	0.2597141697
750	0.2596678425
751	0.2596194227
752	0.2595739712
753	0.2595242683
754	0.2594797735
755	0.2594348925
756	0.2593924356
757	0.2593462435
758	0.259300626
759	0.2592560759
760	0.2592108033
761	0.2591651134
762	0.259117543
763	0.2590717375
764	0.2590288853
765	0.25898284
766	0.2589315112
767	0.2588867441
768	0.2588384631
769	0.2587994307
770	0.2587520947
771	0.2587100195
772	0.2586681378
773	0.2586216383
774	0.258576233
775	0.2585286349
776	0.2584777549
777	0.2584339047
778	0.2583898016
779	0.2583462662
780	0.2582959786
781	0.2582544468
782	0.2582100372
783	0.2581645127
784	0.2581221515
785	0.2580760774
786	0.258030759
787	0.2579855819
788	0.2579433921
789	0.2578945547
790	0.2578484486
791	0.2578059716
792	0.2577585418
793	0.2577138553
794	0.25766985
795	0.2576260363
796	0.2575854129
797	0.2575404232
798	0.257496287
799	0.257454223
800	0.2574090255
801	0.2573615451
802	0.2573154521
803	0.2572747278
804	0.2572304829
805	0.2571877932
806	0.2571431189
807	0.2570972795
808	0.2570539934
809	0.2570068853
810	0.2569640107
811	0.2569170912
812	0.2568723669
813	0.2568282939
814	0.2567827044
815	0.256733908
816	0.2566892716
817	0.256645749
818	0.2566002791
819	0.2565563905
820	0.2565143125
821	0.256468089
822	0.2564264381
823	0.2563875997
824	0.2563456632
825	0.256305554
826	0.2562632721
827	0.2562186984
828	0.2561768155
829	0.2561327466
830	0.2560869147
831	0.2560407736
832	0.2559942317
833	0.2559544993
834	0.2559123371
835	0.2558670105
836	0.2558240728
837	0.2557807994
838	0.2557358515
839	0.255690875
840	0.2556493223
841	0.2556024332
842	0.2555589104
843	0.2555184951
844	0.2554762364
845	0.2554334456
846	0.2553934547
847	0.255352281
848	0.2553047832
849	0.2552658276
850	0.2552222626
851	0.2551791736
852	0.2551345738
853	0.2550930579
854	0.2550516507
855	0.2550051958
856	0.2549609106
857	0.2549219307
858	0.2548816061
859	0.254839096
860	0.254795044
861	0.2547503845
862	0.2547093174
863	0.2546666141
864	0.2546221136
865	0.254583144
866	0.2545440422
867	0.2545025069
868	0.2544625808
869	0.2544302021
870	0.254388159
871	0.2543460556
872	0.2543023181
873	0.2542606332
874	0.2542199181
875	0.2541804352
876	0.2541365254
877	0.2540936383
878	0.2540515529
879	0.2540095646
880	0.2539698989
881	0.2539279875
882	0.2538867748
883	0.2538493285
884	0.2538095184
885	0.253767219
886	0.2537276315
887	0.2536887535
888	0.2536451884
889	0.2536038223
890	0.253562938
891	0.2535231951
892	0.2534816797
893	0.2534424992
894	0.2534024686
895	0.2533655658
896	0.2533255273
897	0.2532845277
898	0.2532420024
899	0.2532042736
900	0.2531655454
901	0.2531247753
902	0.2530825449
903	0.2530437848
904	0.2530042924
905	0.2529657758
906	0.2529289569
907	0.2528894762
908	0.2528493557
909	0.2528088909
910	0.2527689872
911	0.2527321021
912	0.2526910257
913	0.2526519736
914	0.2526127212
915	0.2525742296
916	0.2525338173
917	0.252497431
918	0.2524603553
919	0.2524208127
920	0.2523807814
921	0.2523406377
922	0.2522973896
923	0.2522530147
924	0.2522111983
925	0.2521720389
926	0.2521327808
927	0.2520949162
928	0.2520576328
929	0.2520193058
930	0.2519759446
931	0.2519375347
932	0.2518985394
933	0.251861841
934	0.2518200113
935	0.2517812093
936	0.2517422054
937	0.2517020298
938	0.251665651
939	0.2516261308
940	0.2515871063
941	0.2515479048
942	0.2515110479
943	0.251473725
944	0.2514333668
945	0.2513933718
946	0.2513519594
947	0.2513156421
948	0.2512764789
949	0.2512383625
950	0.2511993533
951	0.2511611229
952	0.2511198616
953	0.2510809555
954	0.2510407489
955	0.2510028461
956	0.2509672745
957	0.2509298547
958	0.2508921831
959	0.2508542301
960	0.250816146
961	0.2507801568
962	0.2507413503
963	0.2507025413
964	0.2506684944
965	0.2506317307
966	0.2505939808
967	0.2505592857
968	0.2505208859
969	0.2504836848
970	0.2504482231
971	0.2504104436
972	0.2503713605
973	0.2503332043
974	0.2502943808
975	0.2502542193
976	0.2502134976
977	0.2501755184
978	0.2501404658
979	0.2501019312
980	0.2500630233
981	0.2500245924
982	0.2499879032
983	0.2499501905
984	0.2499188621
985	0.249880908
986	0.2498461451
987	0.249808203
988	0.2497701513
989	0.2497335115
990	0.2496960306
991	0.2496573475
992	0.2496237481
993	0.2495868773
994	0.2495489457
995	0.2495117917
996	0.2494760842
997	0.2494392385
998	0.2494011942
999	0.2493641033
1000	0.2493269744
1001	0.2492888474
1002	0.2492533604
1003	0.2492161014
1004	0.2491773308
1005	0.2491390875
1006	0.249103323
1007	0.2490652005
1008	0.2490318584
1009	0.2489910854
1010	0.2489548724
1011	0.2489165396
1012	0.2488801962
1013	0.2488459829
1014	0.2488077563
1015	0.2487725631
1016	0.2487392128
1017	0.2487070586
1018	0.2486711398
1019	0.2486357306
1020	0.2485988466
1021	0.2485626075
1022	0.2485277948
1023	0.2484928639
1024	0.2484605137
1025	0.2484269136
1026	0.248387249
1027	0.2483536504
1028	0.2483169261
1029	0.24828294
1030	0.2482481367
1031	0.2482109152
1032	0.2481743873
1033	0.2481422106
1034	0.2481079097
1035	0.2480697523
1036	0.2480321884
1037	0.2480004255
1038	0.2479647674
1039	0.247931029
1040	0.2478940525
1041	0.2478594373
1042	0.2478213615
1043	0.2477846953
1044	0.2477497933
1045	0.247715578
1046	0.2476804165
1047	0.2476483422
1048	0.2476147764
1049	0.2475767454
1050	0.2475418379
1051	0.2475046405
1052	0.2474719757
1053	0.247440179
1054	0.2474102452
1055	0.2473746662
1056	0.2473413526
1057	0.2473089943
1058	0.2472758617
1059	0.2472403821
1060	0.2472048478
1061	0.2471725505
1062	0.247137544
1063	0.2471020834
1064	0.2470691963
1065	0.2470381929
1066	0.2470038921
1067	0.2469723449
1068	0.2469367396
1069	0.2469052319
1070	0.2468726526
1071	0.2468376014
1072	0.2468037123
1073	0.2467710773
1074	0.2467376481
1075	0.2467028398
1076	0.2466730137
1077	0.2466414851
1078	0.2466092677
1079	0.2465768141
1080	0.2465386181
1081	0.246503527
1082	0.2464706267
1083	0.2464410027
1084	0.246405287
1085	0.2463717451
1086	0.246338173
1087	0.2463048931
1088	0.2462725208
1089	0.2462376457
1090	0.2462016879
1091	0.2461682868
1092	0.2461294688
1093	0.2460961983
1094	0.2460636099
1095	0.2460312825
1096	0.2459964658
1097	0.2459609956
1098	0.245925708
1099	0.2458908059
1100	0.2458599685
1101	0.2458250326
1102	0.2457902572
1103	0.2457529124
1104	0.2457210497
1105	0.24568721
1106	0.2456564339
1107	0.2456219513
1108	0.2455868548
1109	0.2455559429
1110	0.2455233882
1111	0.2454898402
1112	0.245455233
1113	0.2454245805
1114	0.2453919927
1115	0.2453590084
1116	0.2453247157
1117	0.2452930784
1118	0.2452597267
1119	0.2452270175
1120	0.2451959933
1121	0.2451612161
1122	0.2451270015
1123	0.2450926571
1124	0.2450638235
1125	0.2450310953
1126	0.2449992772
1127	0.2449709241
1128	0.2449398822
1129	0.2449073079
1130	0.2448736376
1131	0.2448391765
1132	0.2448064078
1133	0.2447761042
1134	0.2447413009
1135	0.2447096891
1136	0.2446775409
1137	0.2446465449
1138	0.2446108845
1139	0.2445774445
1140	0.2445465641
1141	0.2445167514
1142	0.2444837691
1143	0.2444509953
1144	0.2444164464
1145	0.2443857535
1146	0.2443531104
1147	0.244323684
1148	0.2442937842
1149	0.2442621303
1150	0.2442310815
1151	0.2441986308
1152	0.2441683755
1153	0.2441375215
1154	0.2441067787
1155	0.2440746656
1156	0.2440440651
1157	0.2440111068
1158	0.2439760798
1159	0.2439427696
1160	0.243912963
1161	0.2438822986
1162	0.2438542052
1163	0.2438198992
1164	0.243786295
1165	0.2437534753
1166	0.2437209959
1167	0.2436874143
1168	0.2436553928
1169	0.243621319
1170	0.2435907471
1171	0.243558655
1172	0.2435249524
1173	0.2434931808
1174	0.2434613405
1175	0.2434308521
1176	0.2433990338
1177	0.2433672749
1178	0.2433377146
1179	0.2433082168
1180	0.2432776631
1181	0.2432458327
1182	0.243217031
1183	0.243188582
1184	0.2431551831
1185	0.2431273225
1186	0.243095953
1187	0.243062935
1188	0.2430329017
1189	0.2430044526
1190	0.2429733508
1191	0.2429448579
1192	0.2429137902
1193	0.2428855524
1194	0.2428550392
1195	0.2428235346
1196	0.2427924662
1197	0.2427615671
1198	0.2427290552
1199	0.2426982665
1200	0.2426665827
1201	0.242636568
1202	0.2426085606
1203	0.2425772125
1204	0.242544677
1205	0.2425148157
1206	0.2424844285
1207	0.2424513783
1208	0.2424220078
1209	0.2423892679
1210	0.2423573094
1211	0.2423260991
1212	0.2422946387
1213	0.2422653269
1214	0.2422329606
1215	0.2422039894
1216	0.2421717655
1217	0.2421411823
1218	0.2421115187
1219	0.2420793833
1220	0.2420497041
1221	0.2420183539
1222	0.2419874567
1223	0.2419589746
1224	0.2419305869
1225	0.2419005618
1226	0.2418687425
1227	0.2418389695
1228	0.2418083915
1229	0.2417783523
1230	0.2417476105
1231	0.2417166958
1232	0.2416873685
1233	0.2416596172
1234	0.2416297321
1235	0.2415970926
1236	0.2415668645
1237	0.241538543
1238	0.2415095774
1239	0.2414795446
1240	0.241453229
1241	0.2414201843
1242	0.2413903973
1243	0.2413618352
1244	0.2413298489
1245	0.241299107
1246	0.2412697862
1247	0.2412395757
1248	0.2412095051
1249	0.2411793793
1250	0.2411496591
1251	0.2411188544
1252	0.2410892858
1253	0.2410583968
1254	0.241028578
1255	0.2409975877
1256	0.240968495
1257	0.2409389774
1258	0.2409084834
1259	0.2408791075
1260	0.2408497783
1261	0.2408244116
1262	0.2407931244
1263	0.2407643785
1264	0.240731125
1265	0.2407007591
1266	0.2406726013
1267	0.2406436967
1268	0.2406168811
1269	0.2405874752
1270	0.2405595407
1271	0.2405309221
1272	0.2404986443
1273	0.2404689713
1274	0.2404428282
1275	0.2404166342
1276	0.2403894544
1277	0.2403599549
1278	0.2403285762
1279	0.2403031355
1280	0.240277087
1281	0.2402464359
1282	0.2402177103
1283	0.2401925815
1284	0.2401646349
1285	0.2401345549
1286	0.2401088093
1287	0.2400803577
1288	0.2400495065
1289	0.2400181952
1290	0.2399902382
1291	0.2399599799
1292	0.2399297425
1293	0.2398992064
1294	0.2398706883
1295	0.2398391805
1296	0.2398101231
1297	0.239785723
1298	0.2397536594
1299	0.2397243217
1300	0.2396948188
1301	0.2396683973
1302	0.239641838
1303	0.239614868
1304	0.2395867955
1305	0.2395574166
1306	0.2395284161
1307	0.2395006637
1308	0.2394719413
1309	0.2394463357
1310	0.2394165733
1311	0.2393861211
1312	0.23935671
1313	0.2393284558
1314	0.2393015868
1315	0.2392743151
1316	0.2392447658
1317	0.2392184333
1318	0.2391905032
1319	0.2391607319
1320	0.2391317464
1321	0.2391024996
1322	0.2390732127
1323	0.2390436784
1324	0.2390213235
1325	0.2389963621
1326	0.2389663892
1327	0.2389421613
1328	0.2389128614
1329	0.2388824416
1330	0.2388546155
1331	0.2388250114
1332	0.2387971319
1333	0.2387666546
1334	0.2387393605
1335	0.2387112206
1336	0.2386814263
1337	0.2386543737
1338	0.2386283324
1339	0.2386004008
1340	0.2385734843
1341	0.2385448638
1342	0.2385172626
1343	0.2384891574
1344	0.2384597475
1345	0.2384287656
1346	0.2384009492
1347	0.2383714358
1348	0.2383437266
1349	0.2383183347
1350	0.2382893459
1351	0.2382638297
1352	0.2382360103
1353	0.2382060948
1354	0.2381785161
1355	0.2381474518
1356	0.2381193203
1357	0.2380940982
1358	0.2380658752
1359	0.2380389863
1360	0.2380117186
1361	0.2379837672
1362	0.2379566244
1363	0.2379272162
1364	0.2378981684
1365	0.2378729447
1366	0.2378444504
1367	0.2378150721
1368	0.2377876323
1369	0.237760578
1370	0.2377321605
1371	0.2377070898
1372	0.2376795531
1373	0.2376539575
1374	0.2376237519
1375	0.2375970458
1376	0.237571296
1377	0.2375439774
1378	0.2375219449
1379	0.2374961762
1380	0.2374684009
1381	0.2374400813
1382	0.2374110521
1383	0.2373828692
1384	0.2373556925
1385	0.2373295519
1386	0.2373008948
1387	0.2372707788
1388	0.237242024
1389	0.237219136
1390	0.2371921235
1391	0.2371636699
1392	0.2371373076
1393	0.237112684
1394	0.2370865492
1395	0.2370558666
1396	0.2370287542
1397	0.2369997947
1398	0.2369740031
1399	0.236945748
1400	0.2369160113
1401	0.2368927446
1402	0.2368674339
1403	0.2368400928
1404	0.2368144738
1405	0.2367850619
1406	0.2367571107
1407	0.2367309834
1408	0.2367047171
1409	0.2366794185
1410	0.2366525253
1411	0.2366257607
1412	0.2365983613
1413	0.236570146
1414	0.2365428209
1415	0.2365203904
1416	0.2364926249
1417	0.2364665322
1418	0.2364394393
1419	0.2364121432
1420	0.2363850056
1421	0.2363589785
1422	0.2363305667
1423	0.2363059152
1424	0.2362792207
1425	0.2362519249
1426	0.2362256856
1427	0.2361992174
1428	0.2361745614
1429	0.2361481829
1430	0.2361217562
1431	0.2360952174
1432	0.2360699408
1433	0.2360433086
1434	0.2360206453
1435	0.2359944657
1436	0.2359679927
1437	0.2359439728
1438	0.2359221391
1439	0.2358952149
1440	0.2358675251
1441	0.2358420505
1442	0.2358150857
1443	0.2357890035
1444	0.2357633774
1445	0.235738508
1446	0.2357137789
1447	0.2356894764
1448	0.2356615134
1449	0.2356374235
1450	0.2356119228
1451	0.2355873247
1452	0.2355597995
1453	0.2355351378
1454	0.2355116251
1455	0.235488184
1456	0.2354637063
1457	0.2354372399
1458	0.2354136072
1459	0.2353852612
1460	0.2353605194
1461	0.2353360949
1462	0.235312527
1463	0.2352881991
1464	0.2352632069
1465	0.2352363751
1466	0.235207213
1467	0.2351832554
1468	0.2351592391
1469	0.2351359933
1470	0.2351095106
1471	0.2350862921
1472	0.235060374
1473	0.2350367912
1474	0.2350120348
1475	0.2349841565
1476	0.2349608463
1477	0.2349369973
1478	0.234911584
1479	0.2348869021
1480	0.2348624501
1481	0.2348360693
1482	0.2348107696
1483	0.2347848057
1484	0.234758009
1485	0.2347311055
1486	0.2347050052
1487	0.2346788922
1488	0.2346545169
1489	0.2346290569
1490	0.2346011458
1491	0.234573283
1492	0.2345494621
1493	0.2345268303
1494	0.2345025744
1495	0.2344774507
1496	0.2344515739
1497	0.234424693
1498	0.2343999347
1499	0.2343754166
1500	0.2343487407
1501	0.2343234783
1502	0.2342992445
1503	0.2342757808
1504	0.2342494434
1505	0.2342220322
1506	0.2341932239
1507	0.2341673653
1508	0.2341393516
1509	0.2341135191
1510	0.2340899333
1511	0.2340635989
1512	0.2340419288
