iter	Passed	Remaining
1498	219147	1245305
1499	219315	1245278
1500	219469	1245175
1501	219609	1244992
1502	219740	1244754
1503	219870	1244514
1504	219984	1244187
1505	220107	1243905
1506	220261	1243803
1507	220393	1243573
1508	220538	1243423
1509	220738	1243576
1510	220878	1243395
1511	220997	1243091
1512	221117	1242796
1513	221243	1242538
1514	221358	1242214
1515	221484	1241951
1516	221653	1241934
1517	221800	1241790
1518	221932	1241563
1519	222071	1241373
1520	222213	1241203
1521	222357	1241042
1522	222477	1240750
1523	222600	1240476
1524	222724	1240201
1525	222886	1240142
1526	223033	1240000
1527	223192	1239927
1528	223323	1239696
1529	223463	1239510
1530	223618	1239417
1531	223758	1239232
1532	223912	1239129
1533	224051	1238939
1534	224168	1238634
1535	224296	1238386
1536	224447	1238266
1537	224620	1238267
1538	224770	1238137
1539	224900	1237904
1540	225070	1237889
1541	225195	1237625
1542	225317	1237341
1543	225492	1237355
1544	225613	1237070
1545	225731	1236767
1546	225859	1236520
1547	225982	1236249
1548	226107	1235986
1549	226233	1235727
1550	226370	1235531
1551	226521	1235414
1552	226668	1235269
1553	226822	1235163
1554	226959	1234969
1555	227128	1234945
1556	227252	1234681
1557	227375	1234410
1558	227505	1234172
1559	227648	1234011
1560	227818	1233990
1561	227947	1233750
1562	228125	1233779
1563	228263	1233585
1564	228386	1233318
1565	228514	1233069
1566	228639	1232808
1567	228813	1232813
1568	228957	1232654
1569	229109	1232541
1570	229235	1232286
1571	229398	1232228
1572	229530	1232010
1573	229646	1231701
1574	229810	1231650
1575	229966	1231556
1576	230126	1231483
1577	230254	1231242
1578	230427	1231239
1579	230550	1230968
1580	230707	1230876
1581	230834	1230631
1582	230964	1230399
1583	231092	1230153
1584	231224	1229935
1585	231385	1229868
1586	231538	1229754
1587	231704	1229713
1588	231830	1229461
1589	231959	1229223
1590	232119	1229153
1591	232248	1228912
1592	232373	1228656
1593	232517	1228499
1594	232644	1228254
1595	232775	1228024
1596	232889	1227712
1597	233029	1227533
1598	233180	1227412
1599	233307	1227163
1600	233510	1227320
1601	233641	1227094
1602	233793	1226979
1603	233955	1226916
1604	234134	1226938
1605	234274	1226762
1606	234490	1226983
1607	234714	1227244
1608	234854	1227063
1609	234980	1226809
1610	235139	1226733
1611	235272	1226517
1612	235405	1226301
1613	235530	1226045
1614	235687	1225956
1615	235859	1225943
1616	236026	1225905
1617	236156	1225672
1618	236281	1225415
1619	236404	1225152
1620	236525	1224873
1621	236685	1224800
1622	236831	1224653
1623	236999	1224621
1624	237135	1224420
1625	237250	1224114
1626	237391	1223942
1627	237516	1223682
1628	237673	1223594
1629	237821	1223455
1630	237961	1223281
1631	238094	1223064
1632	238263	1223036
1633	238398	1222831
1634	238546	1222699
1635	238684	1222506
1636	238812	1222268
1637	238938	1222021
1638	239054	1221722
1639	239222	1221683
1640	239366	1221528
1641	239501	1221324
1642	239644	1221163
1643	239766	1220894
1644	239965	1221016
1645	240097	1220799
1646	240236	1220616
1647	240361	1220365
1648	240492	1220142
1649	240617	1219887
1650	240733	1219590
1651	240896	1219528
1652	241069	1219521
1653	241199	1219293
1654	241367	1219254
1655	241498	1219034
1656	241652	1218929
1657	241771	1218643
1658	241892	1218371
1659	242053	1218303
1660	242200	1218158
1661	242344	1218005
1662	242475	1217780
1663	242609	1217574
1664	242764	1217473
1665	242931	1217430
1666	243095	1217376
1667	243211	1217078
1668	243335	1216821
1669	243462	1216584
1670	243590	1216348
1671	243741	1216223
1672	243895	1216120
1673	244022	1215876
1674	244204	1215911
1675	244374	1215881
1676	244528	1215776
1677	244654	1215530
1678	244818	1215472
1679	244933	1215172
1680	245056	1214913
1681	245176	1214639
1682	245335	1214555
1683	245496	1214484
1684	245622	1214238
1685	245770	1214104
1686	245892	1213836
1687	246021	1213606
1688	246146	1213357
1689	246284	1213174
1690	246460	1213174
1691	246582	1212911
1692	246743	1212839
1693	246879	1212643
1694	247004	1212396
1695	247123	1212115
1696	247241	1211833
1697	247406	1211780
1698	247535	1211552
1699	247686	1211430
1700	247819	1211219
1701	247941	1210959
1702	248080	1210780
1703	248242	1210712
1704	248384	1210544
1705	248535	1210423
1706	248664	1210196
1707	248780	1209905
1708	248899	1209629
1709	249022	1209372
1710	249185	1209308
1711	249312	1209071
1712	249437	1208822
1713	249583	1208678
1714	249723	1208505
1715	249881	1208415
1716	250017	1208221
1717	250161	1208068
1718	250302	1207901
1719	250419	1207616
1720	250552	1207405
1721	250686	1207204
1722	250847	1207132
1723	250995	1206996
1724	251139	1206840
1725	251279	1206664
1726	251420	1206499
1727	251564	1206341
1728	251680	1206054
1729	251805	1205810
1730	251977	1205789
1731	252152	1205780
1732	252296	1205626
1733	252449	1205515
1734	252594	1205364
1735	252743	1205233
1736	252857	1204936
1737	252977	1204668
1738	253131	1204563
1739	253289	1204473
1740	253447	1204388
1741	253599	1204267
1742	253755	1204173
1743	253897	1204008
1744	254026	1203784
1745	254141	1203491
1746	254266	1203244
1747	254388	1202988
1748	254516	1202756
1749	254689	1202740
1750	254818	1202514
1751	254951	1202309
1752	255130	1202320
1753	255287	1202227
1754	255445	1202139
1755	255586	1201971
1756	255707	1201709
1757	255828	1201448
1758	255950	1201191
1759	256105	1201088
1760	256274	1201049
1761	256444	1201019
1762	256570	1200777
1763	256701	1200564
1764	256820	1200292
1765	256950	1200072
1766	257113	1200008
1767	257249	1199816
1768	257394	1199669
1769	257543	1199538
1770	257672	1199312
1771	257811	1199134
1772	257938	1198901
1773	258097	1198821
1774	258224	1198588
1775	258373	1198456
1776	258506	1198253
1777	258627	1197992
1778	258779	1197876
1779	258943	1197812
1780	259076	1197609
1781	259217	1197439
1782	259333	1197159
1783	259459	1196922
1784	259593	1196721
1785	259737	1196570
1786	259884	1196429
1787	260020	1196239
1788	260175	1196135
1789	260311	1195948
1790	260451	1195776
1791	260596	1195625
1792	260741	1195476
1793	260885	1195326
1794	261000	1195039
1795	261129	1194815
1796	261248	1194547
1797	261366	1194277
1798	261568	1194390
1799	261735	1194342
1800	261865	1194125
1801	262035	1194087
1802	262161	1193855
1803	262304	1193698
1804	262436	1193487
1805	262624	1193538
1806	262753	1193314
1807	262895	1193150
1808	263027	1192944
1809	263161	1192744
1810	263280	1192478
1811	263448	1192434
1812	263595	1192298
1813	263726	1192084
1814	263853	1191855
1815	264002	1191724
1816	264123	1191469
1817	264249	1191235
1818	264397	1191101
1819	264573	1191091
1820	264707	1190891
1821	264889	1190912
1822	265036	1190771
1823	265176	1190600
1824	265317	1190434
1825	265470	1190322
1826	265623	1190209
1827	265753	1189994
1828	265979	1190206
1829	266123	1190055
1830	266289	1189999
1831	266431	1189838
1832	266585	1189730
1833	266721	1189540
1834	266882	1189464
1835	267067	1189490
1836	267231	1189425
1837	267371	1189257
1838	267535	1189191
1839	267666	1188982
1840	267793	1188750
1841	267913	1188491
1842	268116	1188601
1843	268265	1188471
1844	268448	1188491
1845	268590	1188326
1846	268735	1188176
1847	268878	1188019
1848	269025	1187881
1849	269214	1187924
1850	269412	1188007
1851	269545	1187805
1852	269697	1187688
1853	269944	1187990
1854	270108	1187922
1855	270274	1187865
1856	270423	1187731
1857	270558	1187540
1858	270681	1187295
1859	270842	1187215
1860	270997	1187107
1861	271124	1186881
1862	271289	1186819
1863	271436	1186675
1864	271597	1186599
1865	271740	1186438
1866	271892	1186321
1867	272029	1186134
1868	272157	1185913
1869	272292	1185718
1870	272446	1185607
1871	272606	1185525
1872	272740	1185329
1873	272908	1185275
1874	273045	1185095
1875	273183	1184911
1876	273321	1184733
1877	273468	1184594
1878	273598	1184380
1879	273757	1184287
1880	273887	1184076
1881	274015	1183852
1882	274134	1183590
1883	274269	1183397
1884	274429	1183314
1885	274556	1183088
1886	274706	1182957
1887	274825	1182699
1888	274948	1182452
1889	275069	1182203
1890	275207	1182020
1891	275357	1181895
1892	275489	1181689
1893	275646	1181593
1894	275783	1181409
1895	275924	1181242
1896	276051	1181017
1897	276199	1180882
1898	276377	1180873
1899	276505	1180648
1900	276651	1180508
1901	276788	1180322
1902	276921	1180123
1903	277080	1180034
1904	277194	1179751
1905	277336	1179591
1906	277492	1179487
1907	277650	1179397
1908	277799	1179261
1909	277919	1179007
1910	278052	1178806
1911	278180	1178588
1912	278306	1178357
1913	278428	1178110
1914	278580	1177995
1915	278758	1177982
1916	278886	1177763
1917	279011	1177532
1918	279158	1177390
1919	279274	1177119
1920	279393	1176861
1921	279542	1176728
1922	279682	1176560
1923	279811	1176344
1924	279963	1176226
1925	280085	1175978
1926	280224	1175805
1927	280358	1175612
1928	280491	1175415
1929	280622	1175205
1930	280759	1175023
1931	280938	1175020
1932	281081	1174863
1933	281219	1174684
1934	281392	1174653
1935	281527	1174464
1936	281643	1174195
1937	281780	1174012
1938	281927	1173874
1939	282075	1173736
1940	282215	1173566
1941	282353	1173389
1942	282503	1173264
1943	282626	1173024
1944	282748	1172782
1945	282896	1172643
1946	283044	1172510
1947	283211	1172451
1948	283353	1172292
1949	283493	1172122
1950	283607	1171846
1951	283729	1171603
1952	283906	1171586
1953	284110	1171684
1954	284266	1171580
1955	284420	1171468
1956	284568	1171331
1957	284700	1171129
1958	284828	1170912
1959	284967	1170739
1960	285080	1170462
1961	285242	1170380
1962	285377	1170194
1963	285495	1169935
1964	285680	1169951
1965	285819	1169777
1966	285968	1169646
1967	286099	1169441
1968	286218	1169186
1969	286351	1168989
1970	286479	1168771
1971	286632	1168658
1972	286769	1168478
1973	286924	1168369
1974	287092	1168314
1975	287215	1168078
1976	287377	1167997
1977	287506	1167784
1978	287627	1167542
1979	287765	1167363
1980	287954	1167393
1981	288106	1167275
1982	288247	1167109
1983	288373	1166886
1984	288521	1166752
1985	288647	1166525
1986	288784	1166344
1987	288955	1166303
1988	289110	1166195
1989	289272	1166117
1990	289448	1166094
1991	289594	1165949
1992	289754	1165859
1993	289876	1165622
1994	290002	1165397
1995	290126	1165162
1996	290241	1164895
1997	290388	1164758
1998	290567	1164745
1999	290716	1164613
2000	290853	1164431
2001	291001	1164296
2002	291128	1164078
2003	291264	1163895
2004	291417	1163777
2005	291556	1163607
2006	291709	1163489
2007	291839	1163281
2008	291960	1163037
2009	292086	1162813
2010	292203	1162555
2011	292369	1162492
2012	292504	1162304
2013	292658	1162194
2014	292795	1162014
2015	292944	1161882
2016	293066	1161643
2017	293196	1161436
2018	293350	1161324
2019	293535	1161335
2020	293670	1161149
2021	293786	1160886
2022	293917	1160683
2023	294085	1160627
2024	294216	1160423
2025	294347	1160220
2026	294502	1160114
2027	294649	1159973
2028	294818	1159921
2029	294974	1159817
2030	295111	1159636
2031	295289	1159617
2032	295420	1159416
2033	295545	1159191
2034	295668	1158957
2035	295824	1158853
2036	295979	1158744
2037	296121	1158584
2038	296275	1158472
2039	296410	1158287
2040	296561	1158160
2041	296723	1158079
2042	296841	1157828
2043	296964	1157592
2044	297137	1157555
2045	297253	1157295
2046	297382	1157084
2047	297530	1156950
2048	297695	1156879
2049	297813	1156629
2050	297972	1156534
2051	298105	1156340
2052	298225	1156096
2053	298378	1155980
2054	298516	1155807
2055	298643	1155588
2056	298784	1155426
2057	298903	1155179
2058	299036	1154984
2059	299164	1154770
2060	299278	1154505
2061	299462	1154508
2062	299597	1154324
2063	299752	1154214
2064	299891	1154043
2065	300066	1154011
2066	300206	1153846
2067	300336	1153642
2068	300505	1153584
2069	300659	1153473
2070	300818	1153380
2071	300942	1153151
2072	301075	1152957
2073	301206	1152759
2074	301328	1152522
2075	301488	1152433
2076	301630	1152274
2077	301778	1152137
2078	301901	1151910
2079	302036	1151721
2080	302162	1151505
2081	302280	1151254
2082	302437	1151153
2083	302589	1151032
2084	302735	1150888
2085	302862	1150674
2086	302982	1150431
2087	303120	1150257
2088	303262	1150101
2089	303415	1149985
2090	303552	1149806
2091	303680	1149596
2092	303804	1149369
2093	303934	1149165
2094	304062	1148954
2095	304232	1148902
2096	304367	1148717
2097	304515	1148583
2098	304654	1148414
2099	304811	1148312
2100	304957	1148169
2101	305085	1147957
2102	305251	1147892
2103	305399	1147756
2104	305525	1147538
2105	305655	1147332
2106	305788	1147144
2107	305958	1147088
2108	306121	1147011
2109	306254	1146818
2110	306416	1146736
2111	306556	1146570
2112	306685	1146362
2113	306844	1146269
2114	307032	1146283
2115	307162	1146081
2116	307327	1146008
2117	307468	1145846
2118	307618	1145717
2119	307746	1145508
2120	307876	1145304
2121	308027	1145180
2122	308156	1144974
2123	308334	1144952
2124	308482	1144816
2125	308625	1144660
2126	308766	1144501
2127	308895	1144294
2128	309024	1144086
2129	309155	1143889
2130	309312	1143786
2131	309462	1143660
2132	309624	1143577
2133	309743	1143333
2134	309895	1143211
2135	310066	1143159
2136	310229	1143080
2137	310353	1142858
2138	310487	1142669
2139	310611	1142446
2140	310737	1142228
2141	310898	1142140
2142	311042	1141991
2143	311182	1141824
2144	311341	1141730
2145	311467	1141513
2146	311601	1141329
2147	311737	1141148
2148	311897	1141056
2149	312024	1140844
2150	312160	1140664
2151	312285	1140443
2152	312407	1140215
2153	312535	1140007
2154	312661	1139791
2155	312832	1139738
2156	312992	1139645
2157	313126	1139461
2158	313279	1139343
2159	313404	1139122
2160	313554	1138994
2161	313677	1138771
2162	313846	1138711
2163	313979	1138522
2164	314093	1138262
2165	314217	1138038
2166	314333	1137788
2167	314493	1137697
2168	314642	1137563
2169	314786	1137415
2170	314918	1137220
2171	315034	1136971
2172	315166	1136778
2173	315295	1136574
2174	315448	1136456
2175	315607	1136361
2176	315726	1136121
2177	315879	1136005
2178	316004	1135785
2179	316127	1135559
2180	316256	1135356
2181	316389	1135168
2182	316534	1135022
2183	316688	1134909
2184	316856	1134845
2185	316989	1134657
2186	317157	1134591
2187	317306	1134462
2188	317470	1134384
2189	317601	1134188
2190	317747	1134043
2191	317898	1133919
2192	318063	1133846
2193	318204	1133685
2194	318345	1133525
2195	318521	1133488
2196	318686	1133413
2197	318863	1133383
2198	319103	1133571
2199	319311	1133651
2200	319457	1133507
2201	319590	1133317
2202	319817	1133461
2203	319978	1133373
2204	320191	1133466
2205	320400	1133545
2206	320649	1133767
2207	320924	1134078
2208	321109	1134073
2209	321253	1133922
2210	321496	1134119
2211	321778	1134453
2212	321947	1134390
2213	322097	1134262
2214	322257	1134167
2215	322424	1134094
2216	322582	1133991
2217	322732	1133860
2218	322927	1133888
2219	323091	1133808
2220	323217	1133592
2221	323411	1133616
2222	323590	1133586
2223	323754	1133506
2224	323920	1133428
2225	324055	1133246
2226	324227	1133193
2227	324370	1133037
2228	324500	1132835
2229	324623	1132612
2230	324783	1132515
2231	324924	1132353
2232	325086	1132261
2233	325208	1132033
2234	325341	1131844
2235	325477	1131663
2236	325671	1131687
2237	325836	1131607
