iter	Passed	Remaining
265	46502	1721114
266	46618	1718710
267	46734	1716320
268	46862	1714368
269	46985	1712252
270	47107	1710103
271	47227	1707907
272	47347	1705740
273	47462	1703408
274	47579	1701159
275	47707	1699289
276	47862	1698437
277	48050	1698712
278	48170	1696609
279	48284	1694310
280	48404	1692239
281	48525	1690206
282	48642	1688067
283	48758	1685905
284	48872	1683669
285	48988	1681543
286	49104	1679402
287	49229	1677609
288	49349	1675639
289	49467	1673628
290	49586	1671661
291	49713	1669974
292	49843	1668380
293	49957	1666289
294	50078	1664435
295	50198	1662537
296	50312	1660490
297	50429	1658530
298	50553	1656829
299	50671	1654920
300	50786	1652959
301	50923	1651678
302	51048	1650048
303	51178	1648605
304	51298	1646825
305	51423	1645209
306	51543	1643458
307	51670	1641932
308	51786	1640075
309	51905	1638305
310	52039	1637040
311	52165	1635534
312	52301	1634353
313	52428	1632865
314	52568	1631828
315	52705	1630669
316	52824	1628976
317	52941	1627233
318	53070	1625869
319	53207	1624763
320	53352	1623901
321	53490	1622830
322	53616	1621410
323	53737	1619827
324	53863	1618414
325	53980	1616728
326	54100	1615155
327	54216	1613487
328	54339	1612022
329	54467	1610710
330	54590	1609258
331	54717	1607942
332	54837	1606394
333	54956	1604867
334	55081	1603500
335	55219	1602531
336	55337	1600983
337	55468	1599814
338	55593	1598489
339	55717	1597128
340	55831	1595495
341	55953	1594104
342	56068	1592501
343	56190	1591128
344	56306	1589583
345	56426	1588163
346	56563	1587241
347	56688	1585966
348	56825	1585049
349	56974	1584438
350	57096	1583108
351	57218	1581796
352	57345	1580617
353	57467	1579304
354	57612	1578621
355	57731	1577232
356	57847	1575760
357	57961	1574278
358	58081	1572923
359	58203	1571658
360	58350	1571065
361	58474	1569843
362	58607	1568889
363	58748	1568153
364	58891	1567465
365	59041	1566951
366	59178	1566111
367	59390	1567245
368	59598	1568290
369	59910	1572048
370	60155	1574020
371	60356	1574836
372	60535	1575068
373	60658	1573861
374	60777	1572543
375	60890	1571066
376	61019	1570037
377	61139	1568770
378	61269	1567749
379	61387	1566439
380	61557	1566458
381	61703	1565861
382	61828	1564759
383	61975	1564182
384	62094	1562933
385	62212	1561651
386	62355	1560992
387	62496	1560293
388	62618	1559146
389	62733	1557796
390	62848	1556467
391	62970	1555320
392	63090	1554117
393	63208	1552896
394	63329	1551740
395	63459	1550806
396	63576	1549565
397	63701	1548517
398	63814	1547179
399	63931	1545949
400	64046	1544678
401	64161	1543410
402	64275	1542122
403	64406	1541254
404	64523	1540059
405	64650	1539102
406	64770	1537979
407	64888	1536811
408	65012	1535808
409	65133	1534707
410	65255	1533657
411	65369	1532438
412	65492	1531400
413	65613	1530341
414	65745	1529549
415	65869	1528546
416	66002	1527774
417	66135	1527004
418	66271	1526315
419	66405	1525568
420	66526	1524549
421	66660	1523795
422	66782	1522794
423	66914	1522025
424	67053	1521410
425	67179	1520508
426	67297	1519437
427	67420	1518459
428	67546	1517569
429	67680	1516867
430	67806	1515986
431	67941	1515291
432	68062	1514300
433	68186	1513402
434	68300	1512247
435	68421	1511271
436	68545	1510369
437	68665	1509368
438	68791	1508517
439	68906	1507417
440	69036	1506673
441	69153	1505615
442	69271	1504614
443	69402	1503868
444	69538	1503263
445	69656	1502258
446	69769	1501152
447	69887	1500149
448	70005	1499161
449	70123	1498156
450	70242	1497189
451	70362	1496271
452	70486	1495403
453	70610	1494559
454	70724	1493512
455	70841	1492520
456	70958	1491532
457	71074	1490526
458	71192	1489581
459	71311	1488642
460	71431	1487738
461	71556	1486945
462	71671	1485938
463	71786	1484929
464	71901	1483940
465	72017	1482978
466	72143	1482213
467	72265	1481368
468	72386	1480501
469	72505	1479617
470	72626	1478754
471	72747	1477897
472	72874	1477184
473	72993	1476305
474	73108	1475332
475	73222	1474355
476	73345	1473562
477	73471	1472838
478	73602	1472214
479	73722	1471350
480	73842	1470506
481	73994	1470310
482	74114	1469467
483	74237	1468702
484	74355	1467836
485	74473	1466951
486	74596	1466188
487	74720	1465451
488	74839	1464596
489	74958	1463764
490	75117	1463718
491	75238	1462916
492	75351	1461974
493	75475	1461233
494	75641	1461318
495	75782	1460930
496	75938	1460813
497	76112	1461047
498	76285	1461258
499	76418	1460707
500	76536	1459875
501	76671	1459377
502	76793	1458622
503	76922	1457994
504	77043	1457222
505	77168	1456537
506	77283	1455654
507	77414	1455081
508	77537	1454366
509	77663	1453700
510	77788	1453017
511	77908	1452255
512	78033	1451569
513	78149	1450736
514	78270	1449992
515	78391	1449245
516	78525	1448742
517	78639	1447891
518	78759	1447132
519	78886	1446503
520	79006	1445755
521	79122	1444939
522	79244	1444223
523	79365	1443503
524	79489	1442841
525	79614	1442200
526	79746	1441683
527	79876	1441125
528	79991	1440294
529	80112	1439584
530	80240	1439002
531	80366	1438397
532	80481	1437578
533	80604	1436913
534	80726	1436235
535	80844	1435477
536	80964	1434760
537	81087	1434106
538	81210	1433456
539	81329	1432727
540	81446	1431980
541	81591	1431718
542	81714	1431063
543	81835	1430376
544	81959	1429748
545	82092	1429281
546	82231	1428926
547	82355	1428307
548	82470	1427520
549	82591	1426859
550	82719	1426312
551	82861	1426001
552	82979	1425291
553	83139	1425299
554	83318	1425627
555	83440	1424980
556	83673	1426232
557	83797	1425609
558	83922	1425028
559	84041	1424332
560	84161	1423658
561	84280	1422966
562	84404	1422367
563	84520	1421637
564	84651	1421143
565	84775	1420553
566	84912	1420184
567	85045	1419732
568	85225	1420079
569	85428	1420801
570	85880	1425639
571	86102	1426663
572	86326	1427723
573	86578	1429234
574	86788	1430040
575	86937	1429847
576	87113	1430087
577	87293	1430397
578	87435	1430086
579	87575	1429743
580	87699	1429132
581	87878	1429427
582	88076	1430032
583	88193	1429304
584	88361	1429415
585	88516	1429319
586	88670	1429197
587	88799	1428686
588	88968	1428809
589	89115	1428585
590	89282	1428668
591	89408	1428109
592	89557	1427905
593	89678	1427266
594	89806	1426734
595	89942	1426344
596	90073	1425856
597	90204	1425377
598	90323	1424716
599	90480	1424657
600	90649	1424769
601	90819	1424913
602	90998	1425188
603	91160	1425202
604	91355	1425719
605	91502	1425493
606	91667	1425550
607	91808	1425234
608	91955	1425004
609	92092	1424619
610	92214	1424015
611	92351	1423638
612	92537	1424020
613	92702	1424074
614	92835	1423636
615	93012	1423859
616	93139	1423338
617	93263	1422757
618	93407	1422491
619	93553	1422255
620	93691	1421896
621	93835	1421628
622	94013	1421880
623	94131	1421219
624	94279	1421017
625	94498	1421871
626	94644	1421637
627	94810	1421694
628	94948	1421349
629	95115	1421429
630	95296	1421710
631	95496	1422268
632	95620	1421717
633	95825	1422346
634	95957	1421901
635	96092	1421504
636	96226	1421088
637	96353	1420574
638	96500	1420350
639	96695	1420830
640	97056	1423747
641	97206	1423565
642	97436	1424545
643	97590	1424421
644	97733	1424144
645	97945	1424857
646	98071	1424322
647	98247	1424519
648	98453	1425143
649	98653	1425666
650	98834	1425935
651	98972	1425562
652	99101	1425080
653	99235	1424668
654	99389	1424536
655	99533	1424259
656	99682	1424057
657	99812	1423583
658	99944	1423138
659	100074	1422666
660	100190	1422005
661	100367	1422205
662	100567	1422729
663	100742	1422890
664	100893	1422715
665	101023	1422249
666	101161	1421903
667	101335	1422054
668	101486	1421874
669	101650	1421893
670	101779	1421403
671	101902	1420848
672	102019	1420198
673	102144	1419676
674	102325	1419919
675	102493	1419987
676	102639	1419740
677	102760	1419165
678	102915	1419052
679	103067	1418885
680	103224	1418805
681	103366	1418516
682	103489	1417958
683	103611	1417397
684	103754	1417114
685	103912	1417044
686	104064	1416884
687	104246	1417149
688	104414	1417200
689	104570	1417101
690	104687	1416469
691	104828	1416175
692	104944	1415539
693	105073	1415069
694	105186	1414398
695	105465	1415947
696	105624	1415887
697	105764	1415568
698	105951	1415882
699	106079	1415411
700	106202	1414863
701	106398	1415293
702	106537	1414968
703	106675	1414625
704	106835	1414579
705	106962	1414099
706	107104	1413803
707	107262	1413737
708	107443	1413957
709	107617	1414094
710	107791	1414226
711	107944	1414087
712	108101	1413993
713	108253	1413836
714	108374	1413279
715	108511	1412929
716	108703	1413301
717	108879	1413449
718	109053	1413582
719	109179	1413095
720	109339	1413039
721	109461	1412498
722	109615	1412362
723	109784	1412426
724	109935	1412258
725	110104	1412321
726	110231	1411845
727	110403	1411950
728	110547	1411690
729	110730	1411926
730	110919	1412242
731	111057	1411907
732	111229	1412006
733	111371	1411718
734	111497	1411240
735	111635	1410898
736	111766	1410479
737	111908	1410202
738	112050	1409914
739	112219	1409979
740	112350	1409552
741	112528	1409722
742	112672	1409470
743	112832	1409421
744	112969	1409072
745	113110	1408775
746	113297	1409064
747	113506	1409615
748	113637	1409195
749	113792	1409077
750	113926	1408697
751	114061	1408327
752	114209	1408128
753	114373	1408121
754	114521	1407913
755	114644	1407406
756	114777	1407013
757	114894	1406430
758	115007	1405802
759	115132	1405320
760	115317	1405563
761	115470	1405421
762	115617	1405207
763	115771	1405074
764	115931	1405018
765	116047	1404428
766	116206	1404361
767	116331	1403888
768	116458	1403435
769	116582	1402943
770	116738	1402836
771	116895	1402741
772	117021	1402287
773	117178	1402188
774	117302	1401709
775	117440	1401386
776	117598	1401308
777	117747	1401114
778	117872	1400649
779	117992	1400115
780	118119	1399670
781	118252	1399299
782	118372	1398770
783	118569	1399150
784	118706	1398828
785	118873	1398850
786	119027	1398722
787	119140	1398122
788	119274	1397759
789	119413	1397455
790	119625	1398014
791	119763	1397695
792	119924	1397657
793	120066	1397390
794	120204	1397069
795	120329	1396613
796	120444	1396031
797	120603	1395968
798	120745	1395700
799	120884	1395403
800	121005	1394897
801	121129	1394429
802	121302	1394529
803	121436	1394168
804	121604	1394202
805	121761	1394120
806	121897	1393787
807	122013	1393223
808	122135	1392739
809	122315	1392912
810	122456	1392643
811	122590	1392286
812	122757	1392317
813	122908	1392149
814	123077	1392197
815	123215	1391892
816	123331	1391345
817	123451	1390841
818	123581	1390447
819	123763	1390633
820	123900	1390323
821	124057	1390233
822	124198	1389967
823	124319	1389466
824	124434	1388916
825	124595	1388868
826	124744	1388694
827	124884	1388417
828	125012	1388004
829	125141	1387604
830	125269	1387189
831	125385	1386650
832	125543	1386574
833	125715	1386647
834	125843	1386249
835	126009	1386253
836	126183	1386349
837	126317	1386010
838	126447	1385624
839	126560	1385058
840	126714	1384941
841	126880	1384946
842	127019	1384661
843	127151	1384301
844	127306	1384188
845	127448	1383938
846	127569	1383467
847	127710	1383204
848	127841	1382830
849	128001	1382781
850	128132	1382413
851	128289	1382327
852	128461	1382393
853	128594	1382053
854	128741	1381853
855	128903	1381816
856	129036	1381475
857	129171	1381151
858	129290	1380657
859	129407	1380150
860	129583	1380265
861	129711	1379865
862	129858	1379674
863	129987	1379289
864	130124	1378985
865	130267	1378754
866	130425	1378673
867	130595	1378730
868	130726	1378368
869	130857	1377998
870	130980	1377559
871	131099	1377073
872	131237	1376785
873	131386	1376613
874	131548	1376581
875	131689	1376333
876	131832	1376100
877	131968	1375788
878	132106	1375503
879	132228	1375053
880	132359	1374694
881	132536	1374819
882	132666	1374457
883	132826	1374403
884	132961	1374086
885	133096	1373769
886	133215	1373296
887	133403	1373530
888	133542	1373255
889	133682	1372994
890	133822	1372731
891	133952	1372371
892	134095	1372145
893	134211	1371639
894	134362	1371487
895	134495	1371159
896	134680	1371365
897	134807	1370966
898	134920	1370438
899	135059	1370171
900	135208	1369998
901	135359	1369857
902	135481	1369416
903	135625	1369197
904	135740	1368696
905	135855	1368185
906	135980	1367776
907	136142	1367748
908	136283	1367497
909	136447	1367485
910	136615	1367506
911	136749	1367195
912	136902	1367067
913	137029	1366687
914	137155	1366291
915	137271	1365796
916	137454	1365970
917	137632	1366098
918	137754	1365667
919	137894	1365414
920	138037	1365192
921	138202	1365182
922	138353	1365038
923	138504	1364893
924	138635	1364549
925	138747	1364027
926	138865	1363556
927	138997	1363226
928	139137	1362974
929	139291	1362859
930	139418	1362484
931	139597	1362619
932	139730	1362296
933	139876	1362101
934	140027	1361966
935	140143	1361480
936	140262	1361028
937	140376	1360528
938	140527	1360383
939	140689	1360353
940	140819	1360003
941	140975	1359908
942	141142	1359919
943	141275	1359608
944	141397	1359185
945	141519	1358764
946	141681	1358731
947	141818	1358454
948	141965	1358278
949	142106	1358041
950	142247	1357800
951	142377	1357460
952	142504	1357090
953	142654	1356947
954	142783	1356595
955	142945	1356557
956	143105	1356505
957	143246	1356269
958	143381	1355977
959	143517	1355691
960	143645	1355336
961	143761	1354862
962	143888	1354502
963	144044	1354404
964	144196	1354273
965	144352	1354188
966	144494	1353958
967	144641	1353782
968	144782	1353547
969	144969	1353750
970	145108	1353493
971	145277	1353527
972	145424	1353351
973	145552	1352995
974	145711	1352927
975	145836	1352550
976	145975	1352295
977	146123	1352131
978	146257	1351829
979	146427	1351870
980	146584	1351789
981	146718	1351486
982	146848	1351157
983	147057	1351546
984	147233	1351643
985	147425	1351871
986	147651	1352425
987	147803	1352286
988	147958	1352186
989	148118	1352127
990	148241	1351732
991	148377	1351452
992	148497	1351022
993	148656	1350956
994	148808	1350829
995	148973	1350810
996	149093	1350391
997	149234	1350157
998	149358	1349771
999	149496	1349516
1000	149663	1349523
1001	149832	1349542
1002	149959	1349184
1003	150100	1348956
1004	150233	1348651
1005	150358	1348275
1006	150478	1347857
1007	150612	1347569
1008	150791	1347675
1009	150929	1347428
1010	151085	1347329
1011	151227	1347112
1012	151384	1347020
1013	151506	1346628
1014	151651	1346432
1015	151807	1346339
1016	151935	1345993
1017	152085	1345841
1018	152221	1345574
1019	152337	1345126
1020	152452	1344664
1021	152578	1344308
1022	152731	1344185
1023	152869	1343929
1024	153015	1343752
1025	153157	1343529
1026	153283	1343176
1027	153398	1342723
1028	153523	1342353
1029	153678	1342255
1030	153832	1342144
1031	154026	1342376
1032	154174	1342214
1033	154324	1342068
1034	154454	1341749
1035	154582	1341411
1036	154709	1341065
1037	154822	1340600
1038	154967	1340412
1039	155115	1340245
1040	155248	1339953
1041	155378	1339638
1042	155505	1339290
1043	155626	1338896
1044	155787	1338849
1045	155919	1338544
1046	156057	1338299
1047	156191	1338014
1048	156313	1337634
1049	156436	1337257
1050	156585	1337102
1051	156739	1336990
1052	156901	1336953
1053	157032	1336647
1054	157188	1336550
1055	157331	1336346
1056	157450	1335936
1057	157603	1335819
1058	157731	1335487
1059	157901	1335514
1060	158021	1335116
1061	158197	1335196
1062	158352	1335092
1063	158480	1334759
1064	158618	1334516
1065	158739	1334129
1066	158864	1333770
1067	158980	1333347
1068	159107	1333012
1069	159285	1333103
1070	159453	1333111
1071	159613	1333049
1072	159760	1332881
1073	159892	1332584
1074	160035	1332383
1075	160152	1331966
1076	160302	1331820
1077	160435	1331542
1078	160560	1331187
1079	160716	1331095
1080	160836	1330701
1081	160950	1330268
1082	161082	1329974
1083	161219	1329726
1084	161358	1329492
1085	161492	1329215
1086	161617	1328869
1087	161747	1328562
1088	161878	1328266
1089	162005	1327937
1090	162170	1327920
1091	162295	1327571
1092	162433	1327335
1093	162583	1327197
1094	162754	1327220
1095	162918	1327200
1096	163059	1326982
1097	163191	1326692
1098	163310	1326301
1099	163426	1325882
1100	163582	1325793
1101	163738	1325697
1102	163916	1325784
1103	164061	1325602
1104	164204	1325409
1105	164331	1325082
1106	164468	1324838
1107	164594	1324497
1108	164712	1324104
1109	164902	1324286
1110	165100	1324530
1111	165243	1324329
1112	165387	1324142
1113	165527	1323919
1114	165668	1323706
1115	165790	1323348
1116	165920	1323045
1117	166075	1322943
1118	166212	1322699
1119	166383	1322726
1120	166554	1322754
1121	166710	1322660
1122	166884	1322711
1123	167010	1322380
1124	167138	1322063
1125	167255	1321658
1126	167399	1321473
1127	167551	1321345
1128	167691	1321129
1129	167852	1321075
1130	167989	1320833
1131	168124	1320571
1132	168282	1320497
1133	168428	1320320
1134	168597	1320333
1135	168723	1320002
1136	168841	1319617
1137	168972	1319324
1138	169089	1318926
1139	169240	1318797
1140	169389	1318648
1141	169532	1318457
1142	169651	1318074
1143	169780	1317767
1144	169902	1317413
1145	170061	1317347
1146	170213	1317217
1147	170386	1317261
1148	170510	1316916
1149	170636	1316591
1150	170757	1316228
1151	170878	1315870
1152	171028	1315726
1153	171171	1315540
1154	171301	1315243
1155	171419	1314859
1156	171563	1314679
1157	171703	1314457
1158	171851	1314305
1159	171975	1313967
1160	172125	1313830
1161	172268	1313643
1162	172400	1313365
1163	172528	1313058
1164	172674	1312889
1165	172803	1312592
1166	172935	1312318
1167	173061	1312002
1168	173208	1311840
1169	173378	1311852
1170	173516	1311622
1171	173658	1311428
1172	173783	1311103
1173	173897	1310694
1174	174017	1310329
1175	174136	1309956
1176	174273	1309724
1177	174435	1309678
1178	174581	1309510
1179	174754	1309543
1180	174871	1309162
1181	175033	1309110
1182	175173	1308904
1183	175294	1308551
1184	175417	1308210
1185	175553	1307968
1186	175700	1307808
1187	175868	1307811
1188	176036	1307804
1189	176174	1307576
1190	176309	1307332
1191	176431	1306991
1192	176562	1306712
1193	176695	1306451
1194	176845	1306312
1195	176986	1306108
1196	177110	1305783
1197	177258	1305629
1198	177390	1305364
1199	177551	1305307
1200	177691	1305095
1201	177836	1304927
1202	177973	1304694
1203	178098	1304375
1204	178220	1304036
1205	178336	1303648
1206	178484	1303498
1207	178638	1303393
1208	178768	1303110
1209	178919	1302983
1210	179081	1302935
1211	179209	1302642
1212	179365	1302551
1213	179505	1302343
1214	179621	1301957
1215	179744	1301626
1216	179857	1301223
1217	180007	1301093
1218	180156	1300952
1219	180319	1300904
1220	180482	1300865
1221	180622	1300662
1222	180767	1300490
1223	180890	1300160
1224	181010	1299809
1225	181132	1299476
1226	181254	1299139
1227	181408	1299030
1228	181546	1298810
1229	181705	1298745
1230	181845	1298536
1231	181967	1298199
1232	182138	1298215
1233	182264	1297912
1234	182392	1297618
1235	182513	1297283
1236	182632	1296929
1237	182803	1296945
1238	182930	1296646
1239	183080	1296511
1240	183207	1296216
1241	183334	1295918
1242	183474	1295716
1243	183624	1295584
1244	183771	1295424
1245	183902	1295162
1246	184028	1294856
1247	184190	1294805
1248	184306	1294436
1249	184428	1294102
1250	184550	1293778
1251	184745	1293957
1252	184872	1293663
1253	185007	1293423
1254	185156	1293283
1255	185319	1293241
1256	185440	1292905
1257	185556	1292537
1258	185677	1292205
1259	185856	1292272
1260	185996	1292067
1261	186119	1291752
1262	186255	1291521
1263	186411	1291428
1264	186549	1291214
1265	186673	1290896
1266	186844	1290911
1267	187028	1291014
1268	187177	1290871
1269	187294	1290512
1270	187451	1290429
1271	187566	1290055
1272	187699	1289803
1273	187825	1289506
1274	187981	1289415
1275	188132	1289294
1276	188280	1289144
1277	188411	1288884
1278	188554	1288705
1279	188684	1288433
1280	188824	1288232
1281	188967	1288051
1282	189090	1287738
1283	189259	1287729
1284	189393	1287493
1285	189521	1287210
1286	189636	1286836
1287	189761	1286536
1288	189954	1286697
1289	190089	1286461
1290	190231	1286279
1291	190368	1286059
1292	190491	1285743
1293	190615	1285438
1294	190750	1285204
1295	190913	1285160
1296	191078	1285128
1297	191206	1284851
1298	191349	1284670
1299	191479	1284401
1300	191644	1284374
1301	191763	1284031
1302	191887	1283729
1303	192035	1283582
1304	192173	1283368
1305	192317	1283199
1306	192461	1283028
1307	192584	1282717
1308	192736	1282596
1309	192865	1282329
1310	193053	1282449
1311	193171	1282103
1312	193297	1281814
1313	193473	1281853
1314	193602	1281581
1315	193729	1281297
1316	193855	1281009
1317	194006	1280888
1318	194146	1280687
1319	194274	1280414
1320	194444	1280411
1321	194587	1280237
1322	194760	1280257
1323	194886	1279967
1324	195009	1279657
1325	195132	1279348
1326	195261	1279081
1327	195439	1279134
1328	195590	1279011
1329	195717	1278730
1330	195845	1278454
1331	195967	1278139
1332	196091	1277840
1333	196218	1277558
1334	196342	1277259
1335	196497	1277161
1336	196642	1276997
1337	196774	1276749
1338	196898	1276447
1339	197028	1276188
1340	197157	1275927
1341	197284	1275646
1342	197437	1275533
1343	197570	1275292
1344	197726	1275204
1345	197860	1274968
1346	197998	1274763
1347	198125	1274483
1348	198245	1274160
1349	198404	1274090
1350	198560	1273996
1351	198719	1273927
1352	198895	1273959
1353	199055	1273896
1354	199201	1273740
1355	199339	1273534
1356	199465	1273252
1357	199598	1273012
1358	199715	1272669
1359	199876	1272613
1360	200029	1272497
1361	200152	1272200
1362	200292	1272004
1363	200421	1271739
1364	200575	1271637
1365	200717	1271457
1366	200854	1271245
1367	200998	1271077
1368	201128	1270817
1369	201264	1270604
1370	201397	1270363
1371	201554	1270278
1372	201698	1270112
1373	201822	1269816
1374	201984	1269763
1375	202170	1269862
1376	202298	1269593
1377	202451	1269482
1378	202576	1269192
1379	202699	1268893
1380	202835	1268680
1381	202951	1268336
1382	203133	1268408
1383	203260	1268133
1384	203429	1268122
1385	203558	1267864
1386	203674	1267523
1387	203788	1267168
1388	203963	1267193
1389	204105	1267013
1390	204253	1266870
1391	204378	1266586
1392	204513	1266365
1393	204638	1266082
1394	204772	1265853
1395	204919	1265702
1396	205060	1265519
1397	205208	1265379
1398	205334	1265101
1399	205480	1264948
1400	205624	1264783
1401	205742	1264457
1402	205896	1264351
1403	206020	1264061
1404	206145	1263782
1405	206272	1263508
1406	206391	1263195
1407	206539	1263053
1408	206683	1262887
1409	206831	1262745
1410	206965	1262519
1411	207081	1262182
1412	207207	1261905
1413	207344	1261701
1414	207489	1261542
1415	207611	1261241
1416	207763	1261130
1417	207909	1260975
1418	208034	1260693
1419	208167	1260466
1420	208292	1260185
1421	208447	1260083
1422	208594	1259938
1423	208793	1260106
1424	208933	1259916
1425	209097	1259871
1426	209236	1259677
1427	209358	1259385
1428	209493	1259162
1429	209623	1258917
1430	209794	1258911
1431	209931	1258709
1432	210085	1258600
1433	210208	1258315
1434	210346	1258112
1435	210486	1257923
1436	210615	1257674
1437	210769	1257566
1438	210904	1257349
1439	211017	1257003
1440	211137	1256691
1441	211267	1256444
1442	211448	1256503
1443	211603	1256404
1444	211747	1256242
1445	211881	1256020
1446	212011	1255774
1447	212131	1255467
1448	212258	1255203
1449	212410	1255086
1450	212557	1254943
1451	212721	1254895
1452	212841	1254588
1453	212958	1254267
1454	213129	1254265
1455	213280	1254143
1456	213435	1254044
1457	213565	1253795
1458	213703	1253601
1459	213833	1253357
1460	213946	1253010
1461	214093	1252864
1462	214258	1252825
1463	214414	1252733
1464	214560	1252579
1465	214680	1252281
1466	214837	1252193
1467	214956	1251881
1468	215088	1251648
1469	215209	1251354
1470	215361	1251235
1471	215507	1251087
1472	215638	1250848
1473	215779	1250670
1474	215897	1250359
1475	216021	1250077
1476	216158	1249875
1477	216318	1249809
1478	216453	1249591
1479	216590	1249393
1480	216723	1249165
1481	216858	1248952
1482	216977	1248647
1483	217098	1248352
1484	217249	1248233
1485	217385	1248022
1486	217506	1247728
1487	217633	1247469
1488	217789	1247378
1489	217938	1247244
1490	218081	1247079
1491	218207	1246819
1492	218337	1246577
1493	218459	1246290
1494	218575	1245965
1495	218729	1245865
1496	218863	1245644
1497	219010	1245500
